Title,City,State,Country,URL,Industry,Source,Description,Listed By (Firm),Listed By (Name),Phone,Email,Price,Gross Revenue,Cash Flow,Inventory,EBITDA,scraped Date
"Cannabis manufacturer & wholesale distributor for 420 consumers with $60,000,000 in TTM revenue",N/A,N/A,N/A,https://app.acquire.com/startup/Ha10JWe5G0aTG96RBWS0sfBjrAA2/JiWrzVaYBQwXGgzBoG6V?source=marketplace,N/A,acquire.com,"Profitable manufacturing cannabis company with $60,000,000 in TTM revenue and $2,500,000 in TTM profit that is uniquely positioned for national expansion. Founded and headquartered in Humboldt County, internationally known as the center of cannabis agriculture and innovation. 

✅ $60,000,000 in TTM revenue
✅ $2,500,000 in TTM profit
✅ $4,000,000 in revenue last month
✅ $200,000 in profit last month
✅ Competitors: The Parent Company

The Company is singularly qualified to claim Humboldt’s standard for cannabis excellence and innovation. This company's manufacturing excellence, award-winning brands and strategic partnerships position the company for statewide and national scale regardless of the timing of federal legalization.",N/A,N/A,N/A,N/A,$65M,$60M,N/A,N/A,N/A,11/01/23
